index,Unnamed: 0,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.input_task0,Input.input_task1,Input.input_task2,Input.input_task3,Input.input_task4,Input.input_task5,Input.input_task6,Input.input_task7,Input.input_task8,Input.input_task9,Input.input_task10,Input.input_task11,Input.input_task12,Input.input_task13,Input.input_task14,Input.input_task15,Input.input_task16,Input.input_task17,Input.input_task18,Input.input_task19,Input.input_task20,Input.input_task21,Input.input_task22,Input.input_task23,Input.input_task24,Input.input_task25,Input.input_task26,Input.input_task27,Input.input_task28,Input.input_task29,Input.input_task30,Input.input_task31,Input.input_task32,Input.input_task33,Input.input_task34,Input.input_task35,Input.input_task36,Input.input_task37,Input.input_task38,Input.input_task39,Input.input_task40,Input.input_task41,Input.input_task42,Input.input_task43,Input.input_task44,Input.input_task45,Input.input_task46,Input.input_task47,Input.input_task48,Input.input_task49,Answer.aapi.on,Answer.age,Answer.black.on,Answer.city,Answer.disability.dis-no,Answer.disability.dis-undisclosed,Answer.disability.dis-yes,Answer.gender.female,Answer.gender.gender-other,Answer.gender.male,Answer.gender.nb,Answer.hisp.on,Answer.household-members,Answer.income.income-1,Answer.income.income-2,Answer.income.income-3,Answer.income.income-4,Answer.income.income-5,Answer.income.income-6,Answer.income.income-7,Answer.native.on,Answer.occupation,Answer.q1.q1-no,Answer.q1.q1-yes,Answer.q2.q2-no,Answer.q2.q2-yes,Answer.q3.q3-no,Answer.q3.q3-yes,Answer.q4.q4-no,Answer.q4.q4-yes,Answer.q5.q5-no,Answer.q5.q5-yes,Answer.race-other.on,Answer.repeat-task10,Answer.repeat-task16,Answer.repeat-task25,Answer.repeat-task43,Answer.state,Answer.task0,Answer.task1,Answer.task10,Answer.task11,Answer.task12,Answer.task13,Answer.task14,Answer.task15,Answer.task16,Answer.task17,Answer.task18,Answer.task19,Answer.task2,Answer.task20,Answer.task21,Answer.task22,Answer.task23,Answer.task24,Answer.task25,Answer.task26,Answer.task27,Answer.task28,Answer.task29,Answer.task3,Answer.task30,Answer.task31,Answer.task32,Answer.task33,Answer.task34,Answer.task35,Answer.task36,Answer.task37,Answer.task38,Answer.task39,Answer.task4,Answer.task40,Answer.task41,Answer.task42,Answer.task43,Answer.task44,Answer.task45,Answer.task46,Answer.task47,Answer.task48,Answer.task49,Answer.task5,Answer.task6,Answer.task7,Answer.task8,Answer.task9,Answer.white.on,Approve,Reject,Answer.income.income-10,Answer.income.income-11,Answer.income.income-12,Answer.income.income-13,Answer.income.income-14,Answer.income.income-8,Answer.income.income-9
154,154,3U18MJKL203XNH9YWX8BN6ORUJ5CN9,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,3MMN5BL1W6L6FJQ9I6NC57RLT9RM3A,A163IXTTEZCCJ6,Approved,Thu Feb 10 23:30:36 PST 2022,Thu Feb 10 23:35:20 PST 2022,Sun Feb 13 23:35:20 PST 2022,Sun Feb 13 23:36:06 PST 2022,,,284,100% (1/1),100% (1/1),100% (1/1),make tsukemono,clean couch cushions,buy fishing lures,cover a sofa,make lime water,buy a keyboard,cook peppers,make macaroons,clean invisalign,put a strap on a guitar,make king prawns with garlic,clean and polish seashells,roast vegetables,make dried blueberry muffin mix in a jar,fold a cloth napkin,make red beans and rice,clean a marble shower,make holy water an essential part of your home,store jerky,clean deer antlers,buy a collar for your cat,iron rayon,shop for discount perfumes,make a ham and cheese sandwich,cook chole,buy an HD monitor,clean skateboard bearings,make gnocchi alla puttanesca,store bobby pins,make a string pendant lamp,clean a suitcase,make tomato rice,make chelsea buns,make chia seed pudding,clean an iron,make fish and chips,clean a knife block,cook brazilian rice,make a BLT sandwich,buy solar panels,clean gold,make couscous with salmon and zucchini,setup a baby crib,make spiced pumpkin dip,cook authentic kashmiri dum aloo,store a kayak,fertilize plants,make a quick potato sandwich,make stew,clean up spilled egg,False,41,False,Manassas,True,False,False,True,False,False,False,False,11,False,False,False,False,False,False,False,False,teacher,False,True,False,True,True,False,True,False,False,True,False,1,7,1,1,va,1,1,1,1,1,1,1,2,10,1,1,4,1,1,5,1,1,1,1,6,1,1,7,1,1,1,1,1,3,5,1,1,1,1,1,1,1,7,1,1,1,6,1,1,7,1,1,9,5,1,True,x,,False,False,False,False,False,False,True
155,155,3U18MJKL203XNH9YWX8BN6ORUJ5CN9,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,3JWH6J9I9ZUH0WFM90HI05EXMRUNBI,A1PBRKFHSF1OF8,Approved,Fri Feb 11 01:26:54 PST 2022,Fri Feb 11 01:30:58 PST 2022,Mon Feb 14 01:30:58 PST 2022,Mon Feb 14 01:31:06 PST 2022,,,244,100% (1/1),100% (1/1),100% (1/1),make tsukemono,clean couch cushions,buy fishing lures,cover a sofa,make lime water,buy a keyboard,cook peppers,make macaroons,clean invisalign,put a strap on a guitar,make king prawns with garlic,clean and polish seashells,roast vegetables,make dried blueberry muffin mix in a jar,fold a cloth napkin,make red beans and rice,clean a marble shower,make holy water an essential part of your home,store jerky,clean deer antlers,buy a collar for your cat,iron rayon,shop for discount perfumes,make a ham and cheese sandwich,cook chole,buy an HD monitor,clean skateboard bearings,make gnocchi alla puttanesca,store bobby pins,make a string pendant lamp,clean a suitcase,make tomato rice,make chelsea buns,make chia seed pudding,clean an iron,make fish and chips,clean a knife block,cook brazilian rice,make a BLT sandwich,buy solar panels,clean gold,make couscous with salmon and zucchini,setup a baby crib,make spiced pumpkin dip,cook authentic kashmiri dum aloo,store a kayak,fertilize plants,make a quick potato sandwich,make stew,clean up spilled egg,False,36,False,Pittsburgh,True,False,False,True,False,False,False,False,4,False,False,False,False,False,False,False,False,accountant,True,False,False,True,True,False,True,False,False,True,False,8,9,7,2,pa,2,7,9,4,8,4,6,2,10,2,3,2,3,5,6,5,8,5,7,2,7,4,4,9,6,8,4,2,3,4,6,5,8,8,5,9,10,6,2,2,3,10,2,6,7,8,8,8,8,6,True,x,,False,False,False,False,False,False,True
156,156,3U18MJKL203XNH9YWX8BN6ORUJ5CN9,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,3A4TN5196RZ805LHK2I065NJI0QCHA,A1X84CLJ7N1PLZ,Approved,Fri Feb 11 01:55:26 PST 2022,Fri Feb 11 02:03:37 PST 2022,Mon Feb 14 02:03:37 PST 2022,Mon Feb 14 02:04:06 PST 2022,,,491,100% (1/1),100% (1/1),100% (1/1),make tsukemono,clean couch cushions,buy fishing lures,cover a sofa,make lime water,buy a keyboard,cook peppers,make macaroons,clean invisalign,put a strap on a guitar,make king prawns with garlic,clean and polish seashells,roast vegetables,make dried blueberry muffin mix in a jar,fold a cloth napkin,make red beans and rice,clean a marble shower,make holy water an essential part of your home,store jerky,clean deer antlers,buy a collar for your cat,iron rayon,shop for discount perfumes,make a ham and cheese sandwich,cook chole,buy an HD monitor,clean skateboard bearings,make gnocchi alla puttanesca,store bobby pins,make a string pendant lamp,clean a suitcase,make tomato rice,make chelsea buns,make chia seed pudding,clean an iron,make fish and chips,clean a knife block,cook brazilian rice,make a BLT sandwich,buy solar panels,clean gold,make couscous with salmon and zucchini,setup a baby crib,make spiced pumpkin dip,cook authentic kashmiri dum aloo,store a kayak,fertilize plants,make a quick potato sandwich,make stew,clean up spilled egg,False,57,False,North Hampton,True,False,False,True,False,False,False,False,1,False,False,False,False,False,False,False,False,Licensed Nursing Assistant,True,False,True,False,True,False,True,False,False,True,False,10,2,2,3,nh,7,10,10,2,8,4,6,10,2,3,2,3,2,2,3,2,10,4,2,3,6,3,9,3,4,8,10,4,4,10,4,10,10,2,3,3,10,2,3,6,2,4,4,10,4,2,3,10,2,2,True,x,,False,False,False,False,False,False,True
157,157,3U18MJKL203XNH9YWX8BN6ORUJ5CN9,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,3QHK8ZVMITZRCWC1XN13NDA8HVCLBU,A24CNWX2BQA638,Approved,Thu Feb 10 23:21:41 PST 2022,Thu Feb 10 23:27:34 PST 2022,Sun Feb 13 23:27:34 PST 2022,Sun Feb 13 23:28:06 PST 2022,,,353,100% (1/1),100% (1/1),100% (1/1),make tsukemono,clean couch cushions,buy fishing lures,cover a sofa,make lime water,buy a keyboard,cook peppers,make macaroons,clean invisalign,put a strap on a guitar,make king prawns with garlic,clean and polish seashells,roast vegetables,make dried blueberry muffin mix in a jar,fold a cloth napkin,make red beans and rice,clean a marble shower,make holy water an essential part of your home,store jerky,clean deer antlers,buy a collar for your cat,iron rayon,shop for discount perfumes,make a ham and cheese sandwich,cook chole,buy an HD monitor,clean skateboard bearings,make gnocchi alla puttanesca,store bobby pins,make a string pendant lamp,clean a suitcase,make tomato rice,make chelsea buns,make chia seed pudding,clean an iron,make fish and chips,clean a knife block,cook brazilian rice,make a BLT sandwich,buy solar panels,clean gold,make couscous with salmon and zucchini,setup a baby crib,make spiced pumpkin dip,cook authentic kashmiri dum aloo,store a kayak,fertilize plants,make a quick potato sandwich,make stew,clean up spilled egg,False,29,True,Los Angeles,True,False,False,False,False,True,False,False,1,False,False,False,False,False,False,True,False,Customer service representative,True,False,True,False,True,False,True,False,False,True,False,2,2,2,2,ca,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,4,6,2,4,2,7,4,2,2,3,6,2,2,4,2,2,2,9,8,2,2,1,4,6,7,9,2,2,5,9,2,False,x,,False,False,False,False,False,False,False
158,158,3U18MJKL203XNH9YWX8BN6ORUJ5CN9,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,3X1FV8S5J48QZIW6RDVNBXZ7O7QVGQ,A29PRSVQ9S9KRX,Approved,Fri Feb 11 01:40:02 PST 2022,Fri Feb 11 01:48:03 PST 2022,Mon Feb 14 01:48:03 PST 2022,Mon Feb 14 01:48:06 PST 2022,,,481,100% (1/1),100% (1/1),100% (1/1),make tsukemono,clean couch cushions,buy fishing lures,cover a sofa,make lime water,buy a keyboard,cook peppers,make macaroons,clean invisalign,put a strap on a guitar,make king prawns with garlic,clean and polish seashells,roast vegetables,make dried blueberry muffin mix in a jar,fold a cloth napkin,make red beans and rice,clean a marble shower,make holy water an essential part of your home,store jerky,clean deer antlers,buy a collar for your cat,iron rayon,shop for discount perfumes,make a ham and cheese sandwich,cook chole,buy an HD monitor,clean skateboard bearings,make gnocchi alla puttanesca,store bobby pins,make a string pendant lamp,clean a suitcase,make tomato rice,make chelsea buns,make chia seed pudding,clean an iron,make fish and chips,clean a knife block,cook brazilian rice,make a BLT sandwich,buy solar panels,clean gold,make couscous with salmon and zucchini,setup a baby crib,make spiced pumpkin dip,cook authentic kashmiri dum aloo,store a kayak,fertilize plants,make a quick potato sandwich,make stew,clean up spilled egg,False,31,False,Atlanta,True,False,False,False,False,True,False,False,4,False,False,False,False,False,False,False,False,Accountant,False,True,False,True,True,False,False,True,True,False,False,9,10,10,6,ga,3,9,10,10,10,8,9,8,7,10,8,10,4,7,10,6,10,8,10,10,8,10,10,9,10,7,10,7,10,10,10,6,6,10,10,10,10,8,8,8,7,10,6,5,10,7,6,9,10,9,True,x,,False,False,False,False,False,False,True
159,159,3U18MJKL203XNH9YWX8BN6ORUJ5CN9,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,31LVTDXBLERES3TQTKNTNSFCZINRLN,A2BZLECTSEKH1P,Approved,Fri Feb 11 00:15:45 PST 2022,Fri Feb 11 00:26:46 PST 2022,Mon Feb 14 00:26:46 PST 2022,Mon Feb 14 00:27:06 PST 2022,,,661,100% (20/20),100% (20/20),100% (20/20),make tsukemono,clean couch cushions,buy fishing lures,cover a sofa,make lime water,buy a keyboard,cook peppers,make macaroons,clean invisalign,put a strap on a guitar,make king prawns with garlic,clean and polish seashells,roast vegetables,make dried blueberry muffin mix in a jar,fold a cloth napkin,make red beans and rice,clean a marble shower,make holy water an essential part of your home,store jerky,clean deer antlers,buy a collar for your cat,iron rayon,shop for discount perfumes,make a ham and cheese sandwich,cook chole,buy an HD monitor,clean skateboard bearings,make gnocchi alla puttanesca,store bobby pins,make a string pendant lamp,clean a suitcase,make tomato rice,make chelsea buns,make chia seed pudding,clean an iron,make fish and chips,clean a knife block,cook brazilian rice,make a BLT sandwich,buy solar panels,clean gold,make couscous with salmon and zucchini,setup a baby crib,make spiced pumpkin dip,cook authentic kashmiri dum aloo,store a kayak,fertilize plants,make a quick potato sandwich,make stew,clean up spilled egg,False,32,True,St Louis,True,False,False,True,False,False,False,False,4,False,False,False,False,False,False,False,False,Marketer,True,False,True,False,False,True,False,True,False,True,False,8,9,6,1,mn,2,6,6,8,9,9,8,10,7,7,5,7,8,9,6,6,7,9,4,9,3,7,10,9,8,8,1,3,9,5,8,9,5,7,10,8,3,7,9,5,8,4,8,6,7,7,9,3,7,9,False,x,,False,True,False,False,False,False,False
160,160,3U18MJKL203XNH9YWX8BN6ORUJ5CN9,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,30BXRYBRPBEHE3RM1TI1IZUMAG4HWK,A2IGDSINNQCRHJ,Approved,Fri Feb 11 01:34:19 PST 2022,Fri Feb 11 01:50:31 PST 2022,Mon Feb 14 01:50:31 PST 2022,Mon Feb 14 01:51:06 PST 2022,,,972,100% (20/20),100% (20/20),100% (20/20),make tsukemono,clean couch cushions,buy fishing lures,cover a sofa,make lime water,buy a keyboard,cook peppers,make macaroons,clean invisalign,put a strap on a guitar,make king prawns with garlic,clean and polish seashells,roast vegetables,make dried blueberry muffin mix in a jar,fold a cloth napkin,make red beans and rice,clean a marble shower,make holy water an essential part of your home,store jerky,clean deer antlers,buy a collar for your cat,iron rayon,shop for discount perfumes,make a ham and cheese sandwich,cook chole,buy an HD monitor,clean skateboard bearings,make gnocchi alla puttanesca,store bobby pins,make a string pendant lamp,clean a suitcase,make tomato rice,make chelsea buns,make chia seed pudding,clean an iron,make fish and chips,clean a knife block,cook brazilian rice,make a BLT sandwich,buy solar panels,clean gold,make couscous with salmon and zucchini,setup a baby crib,make spiced pumpkin dip,cook authentic kashmiri dum aloo,store a kayak,fertilize plants,make a quick potato sandwich,make stew,clean up spilled egg,False,42,True,usa,False,False,True,False,False,True,False,False,4,False,False,False,False,False,True,False,False,marketing,False,True,False,True,False,True,False,True,False,True,False,10,9,2,10,ny,8,8,9,10,4,10,10,10,10,10,10,10,9,10,10,10,10,10,8,10,8,10,10,7,10,10,10,10,10,10,10,7,5,10,8,10,10,10,10,10,10,10,10,10,10,9,9,9,8,8,False,x,,False,False,False,False,False,False,False
161,161,3U18MJKL203XNH9YWX8BN6ORUJ5CN9,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,38F71OA9G0D1VV6221OE6GGIWZ9MFW,ALMXTU647ULDU,Approved,Fri Feb 11 01:04:21 PST 2022,Fri Feb 11 01:16:46 PST 2022,Mon Feb 14 01:16:46 PST 2022,Mon Feb 14 01:17:06 PST 2022,,,745,100% (1/1),100% (1/1),100% (1/1),make tsukemono,clean couch cushions,buy fishing lures,cover a sofa,make lime water,buy a keyboard,cook peppers,make macaroons,clean invisalign,put a strap on a guitar,make king prawns with garlic,clean and polish seashells,roast vegetables,make dried blueberry muffin mix in a jar,fold a cloth napkin,make red beans and rice,clean a marble shower,make holy water an essential part of your home,store jerky,clean deer antlers,buy a collar for your cat,iron rayon,shop for discount perfumes,make a ham and cheese sandwich,cook chole,buy an HD monitor,clean skateboard bearings,make gnocchi alla puttanesca,store bobby pins,make a string pendant lamp,clean a suitcase,make tomato rice,make chelsea buns,make chia seed pudding,clean an iron,make fish and chips,clean a knife block,cook brazilian rice,make a BLT sandwich,buy solar panels,clean gold,make couscous with salmon and zucchini,setup a baby crib,make spiced pumpkin dip,cook authentic kashmiri dum aloo,store a kayak,fertilize plants,make a quick potato sandwich,make stew,clean up spilled egg,False,72,False,South Bend,True,False,False,False,False,True,False,False,2,False,False,False,False,False,False,False,False,Retired Inventory Manager,True,False,False,True,True,False,True,False,False,True,False,9,10,2,8,in,1,10,9,5,10,10,10,9,10,1,5,10,2,2,2,1,10,9,2,10,5,5,7,6,10,9,10,2,7,10,10,9,10,2,3,5,9,8,8,5,3,10,2,10,10,2,7,10,5,5,True,x,,False,False,False,False,False,False,True
162,162,3ZURAPD29E41CMMJIC0EY5WROVSF1F,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,37XITHEIS3QLPZZKG7UUK9PP596CRP,A19NGUFGC7KIGW,Approved,Thu Feb 10 23:51:25 PST 2022,Thu Feb 10 23:57:27 PST 2022,Sun Feb 13 23:57:27 PST 2022,Sun Feb 13 23:58:06 PST 2022,,,362,100% (1/1),100% (1/1),100% (1/1),make prawn curry,cook simple ginger and garlic prawns,make a brown sugar glaze for salmon,clean a golf club,make injera,clean a glass windshield,make rugelach,clean wood siding,make an afternoon tea with strawberries,buy a hammock,cook rhubarb,make a parfait,clean up after a dinner party,buy a lobster,make guinea pig food,can vegetables,chop scallions,cook a turkey,cook malai kofta,make chocolate hazelnut buns,make jamaican jerk seasoning,prepare and cook broccoli rabe,line kitchen shelves,buy a fiddle,prepare a beach picnic,clean cement,clean leather sandals,pack a pencil case,make gozleme,clean a carboy,make katsu curry,make churros,make a cabbage and onion sandwich,clean a trumpet,clean flip flops,fill a punching bag,make pazhampori,clean garden gloves,buy books for the library,clean a backpack,make cream from milk,boil crawfish,cook a frozen pie,make a cookie gift bag,make macaroni and cheese,make a reversible jean purse,buy a tuxedo,clean wood pallets,make bitter melon karela sabji,make a care package for camp,False,29,False,Omahja,True,False,False,False,False,True,False,False,3,False,False,False,False,False,True,False,False,Information and technology,True,False,True,False,True,False,True,False,True,False,False,3,7,10,2,ne,5,5,3,3,8,4,5,8,9,2,2,3,5,2,2,8,1,4,10,8,7,3,7,6,3,2,6,7,9,10,3,8,2,8,3,7,6,4,2,7,5,2,10,3,4,10,3,8,2,8,True,x,,False,False,False,False,False,False,False
163,163,3ZURAPD29E41CMMJIC0EY5WROVSF1F,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,3ERET4BTVTQX4XFME3B6H7234V49K5,A1U3OIZTWRI8JD,Approved,Thu Feb 10 23:18:33 PST 2022,Thu Feb 10 23:22:35 PST 2022,Sun Feb 13 23:22:35 PST 2022,Sun Feb 13 23:23:06 PST 2022,,,242,100% (1/1),100% (1/1),100% (1/1),make prawn curry,cook simple ginger and garlic prawns,make a brown sugar glaze for salmon,clean a golf club,make injera,clean a glass windshield,make rugelach,clean wood siding,make an afternoon tea with strawberries,buy a hammock,cook rhubarb,make a parfait,clean up after a dinner party,buy a lobster,make guinea pig food,can vegetables,chop scallions,cook a turkey,cook malai kofta,make chocolate hazelnut buns,make jamaican jerk seasoning,prepare and cook broccoli rabe,line kitchen shelves,buy a fiddle,prepare a beach picnic,clean cement,clean leather sandals,pack a pencil case,make gozleme,clean a carboy,make katsu curry,make churros,make a cabbage and onion sandwich,clean a trumpet,clean flip flops,fill a punching bag,make pazhampori,clean garden gloves,buy books for the library,clean a backpack,make cream from milk,boil crawfish,cook a frozen pie,make a cookie gift bag,make macaroni and cheese,make a reversible jean purse,buy a tuxedo,clean wood pallets,make bitter melon karela sabji,make a care package for camp,False,32,False,Boston,True,False,False,True,False,False,False,False,2,False,False,False,False,False,False,True,False,Administrative Assistant,True,False,True,False,True,False,True,False,True,False,False,5,7,6,2,ma,4,3,4,3,6,2,2,8,8,5,5,5,3,6,5,6,2,2,7,6,6,5,5,5,5,5,2,5,5,7,5,8,2,4,5,6,5,5,2,5,4,2,6,5,3,2,5,6,2,2,True,x,,False,False,False,False,False,False,False
